Obs,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,job_type,salary
7592,0.69,0.63,3,137,3,0,0,0,technica,low
7593,0.71,0.65,4,239,3,0,0,0,technica,low
7595,0.62,0.58,3,148,2,1,0,0,technica,low
7599,0.72,0.73,5,184,4,1,0,0,technica,low
7603,0.98,0.85,4,178,3,0,0,0,support,medium
7604,0.58,0.95,4,173,3,0,0,0,support,medium
7607,0.57,0.98,3,188,5,0,0,0,support,medium
7610,0.85,0.75,3,214,3,0,0,0,support,medium
7613,1,0.99,4,184,4,0,0,0,support,low
7617,0.71,0.8,5,248,4,0,0,0,manageme,medium
7620,0.72,0.82,4,231,3,0,0,0,IT,low
7623,0.59,0.65,4,177,2,0,0,0,product_,low
7628,0.58,0.86,3,182,3,0,0,0,RandD,low
7629,0.89,0.5,2,238,4,0,0,0,RandD,low
7632,0.77,0.62,5,190,3,0,0,0,RandD,low
7635,0.75,0.9,4,185,3,0,0,0,accounti,low
7637,0.69,0.94,4,239,3,0,0,0,technica,low
7638,0.87,0.98,4,238,3,1,0,0,manageme,low
7639,0.69,0.36,5,269,6,1,0,0,marketin,medium
7643,0.74,0.78,4,203,2,0,0,0,sales,medium
7654,0.96,0.72,3,195,2,0,0,0,sales,medium
7655,0.81,0.5,5,205,3,0,0,0,sales,medium
7659,0.55,0.91,4,199,3,0,0,0,sales,low
7670,0.82,0.51,3,210,2,0,0,0,technica,low
7672,0.55,0.61,3,209,3,0,0,0,technica,low
7675,0.4,0.65,6,172,2,1,0,0,technica,low
7677,0.87,0.57,4,175,2,1,0,0,technica,low
7679,0.98,0.79,4,231,4,0,0,0,support,medium
7680,0.71,0.96,4,131,3,0,0,0,support,medium
7686,0.96,0.88,5,269,2,0,0,0,support,medium
7687,0.67,0.92,4,156,2,0,0,0,support,medium
7689,0.51,0.9,5,193,4,0,0,0,support,medium
7690,0.16,0.78,4,196,5,0,0,0,technica,high
7692,0.67,0.52,2,152,5,0,0,0,technica,medium
7698,0.91,0.55,2,234,2,0,0,0,IT,low
7704,0.18,0.79,4,240,5,0,0,0,RandD,low
7707,0.96,0.59,2,265,2,0,0,0,RandD,low
7708,0.55,0.97,4,162,3,0,0,0,RandD,low
7710,0.75,0.88,3,224,2,0,0,0,sales,low
7714,0.64,0.78,4,159,4,0,0,0,manageme,medium
7719,0.93,0.76,3,212,3,0,0,0,sales,medium
7723,0.2,0.9,5,228,6,0,0,0,sales,medium
7724,1,0.84,3,215,2,0,0,0,sales,medium
7726,0.16,0.72,4,192,6,0,0,0,sales,high
7730,0.52,0.85,4,193,3,0,0,0,sales,medium
7731,0.13,0.72,4,247,3,0,0,0,sales,medium
7732,0.73,0.62,3,181,3,0,0,0,sales,low
7733,0.39,0.68,2,137,3,1,0,0,sales,low
7735,0.34,0.78,5,137,4,0,0,0,sales,low
7739,0.78,0.53,4,177,2,0,0,0,accounti,low
7744,0.85,0.52,4,174,2,0,0,0,technica,low
7747,0.55,0.49,2,180,5,1,0,0,technica,low
7749,0.62,0.65,3,249,3,0,0,0,technica,low
7753,0.13,0.74,6,132,4,1,0,0,technica,medium
7759,0.5,0.95,4,222,3,1,0,0,support,medium
7767,0.8,0.99,5,187,3,1,0,0,technica,medium
7770,0.73,0.69,3,175,2,0,0,0,IT,medium
7772,0.12,0.39,5,161,4,0,0,0,IT,low
7774,0.36,0.62,4,111,6,0,0,0,IT,low
7791,0.28,0.66,3,184,2,0,0,0,marketin,low
7794,0.89,0.73,3,274,2,0,0,0,sales,medium
7797,0.57,0.85,4,152,3,0,0,0,sales,medium
7803,0.3,0.39,3,175,3,0,0,0,sales,medium
7805,0.65,0.75,3,194,4,1,0,0,sales,low
7807,0.12,0.82,5,162,4,1,0,0,sales,medium
7808,0.7,0.78,5,264,2,0,0,0,sales,medium
7811,0.84,0.65,3,269,2,0,0,0,sales,low
7816,0.98,0.69,3,274,3,0,0,0,hr,low
7817,0.3,0.88,5,245,4,0,0,0,hr,low
7818,0.51,0.53,3,237,3,0,0,0,hr,medium
7823,0.69,0.76,3,153,3,0,0,0,technica,medium
7824,0.63,0.96,3,144,2,0,0,0,technica,medium
7825,0.66,0.62,2,159,3,1,0,0,technica,medium
7827,0.67,0.82,5,148,2,1,0,0,technica,medium
7828,0.59,0.62,4,205,3,0,0,0,technica,medium
7829,0.75,0.78,2,264,3,1,0,0,technica,medium
7830,0.88,0.89,5,189,2,0,0,0,technica,medium
7836,0.99,0.9,4,181,3,0,0,0,support,medium
7839,0.57,0.86,3,164,2,0,0,0,support,medium
7841,0.71,0.55,5,262,3,0,0,0,support,medium
7843,0.49,0.52,3,225,2,0,0,0,technica,high
7845,0.24,0.65,6,210,5,0,0,0,manageme,high
7853,0.82,0.48,4,149,6,0,0,0,product_,high
7861,0.98,0.73,4,140,4,0,0,0,marketin,low
7865,0.8,0.54,3,222,4,0,0,0,technica,low
7868,0.57,0.52,4,252,2,0,0,0,marketin,low
7872,0.52,0.88,3,261,4,0,0,0,sales,medium
7875,0.86,0.64,4,263,3,0,0,0,sales,medium
7880,0.51,0.67,4,133,3,0,0,0,sales,medium
7881,0.83,0.55,5,250,3,1,0,0,sales,medium
7892,0.57,0.76,4,164,2,0,0,0,hr,low
7893,0.35,0.56,4,142,2,0,0,0,hr,low
7894,0.75,0.81,2,247,4,0,0,0,hr,low
7897,0.61,0.62,3,191,3,0,0,0,technica,low
7900,0.51,0.76,3,256,2,0,0,0,technica,medium
7903,0.64,0.78,5,200,3,0,0,0,technica,medium
7904,0.6,0.85,2,226,2,1,0,0,technica,medium
7906,0.54,0.62,2,141,2,0,0,0,technica,medium
7908,0.8,0.81,3,199,4,1,0,0,support,medium
7912,0.67,0.8,4,137,2,0,0,0,support,medium
7914,0.84,0.98,4,134,5,1,0,0,support,medium
7915,0.92,0.79,3,243,4,0,0,0,support,medium
7922,0.84,0.72,4,222,2,0,0,0,IT,low
7923,0.48,0.94,3,185,2,1,0,0,IT,medium
7924,0.98,0.87,5,151,6,0,0,0,IT,medium
7926,0.58,0.53,4,192,4,0,0,0,IT,medium
7933,0.17,0.85,3,234,3,0,0,0,RandD,low
7934,0.49,0.59,4,265,3,0,0,0,RandD,low
7935,0.34,0.69,6,283,2,0,0,0,RandD,low
7943,0.81,0.52,4,221,6,0,0,0,marketin,high
7944,0.95,0.57,2,263,3,0,0,0,marketin,low
7947,0.73,0.68,5,133,2,0,0,0,sales,low
7953,0.41,0.56,2,121,2,0,0,0,sales,medium
7954,0.9,0.56,3,149,2,0,0,0,sales,high
7956,0.61,0.48,4,163,3,0,0,0,sales,medium
7958,0.5,0.76,2,107,4,0,0,0,sales,high
7960,0.32,0.69,6,192,3,0,0,0,sales,high
7963,0.74,0.54,4,167,2,0,0,0,sales,medium
7964,0.21,0.76,6,219,4,1,0,0,sales,medium
7967,0.74,0.99,4,193,3,0,0,0,accounti,low
7969,0.45,0.61,5,179,5,0,0,0,hr,low
7972,0.8,0.77,5,256,2,0,0,0,technica,low
7978,1,0.6,4,265,4,0,0,0,technica,low
7981,0.63,0.58,4,236,2,0,0,0,technica,high
7982,0.57,0.89,4,255,3,1,0,0,technica,low
7984,0.68,0.92,4,209,6,0,0,0,support,low
7986,0.48,0.51,3,201,2,1,0,0,support,low
7992,0.24,0.54,6,193,4,0,0,0,support,medium
7994,0.17,0.6,5,144,6,0,0,0,technica,medium
7999,0.95,0.96,4,161,2,0,0,0,IT,high
8001,0.72,0.9,3,193,3,0,0,0,IT,medium
8003,0.57,0.47,2,158,2,0,0,0,product_,medium
8005,0.57,0.68,4,191,3,0,0,0,product_,medium
8013,0.79,0.9,5,184,3,0,0,0,marketin,low
8015,0.88,1,5,190,2,0,0,0,sales,low
8017,0.8,0.64,5,204,2,0,0,0,support,low
8018,0.64,0.69,4,232,3,0,0,0,technica,high
8021,0.75,0.7,4,179,2,0,0,0,marketin,low
8022,0.65,0.95,4,153,2,0,0,0,marketin,low
8023,0.98,0.98,5,210,6,0,0,0,sales,low
8036,0.75,0.71,4,205,3,0,0,0,sales,medium
8037,0.9,0.63,4,134,3,1,0,0,sales,medium
8039,0.86,0.57,4,183,3,0,0,0,sales,low
8040,0.56,0.84,4,143,4,0,0,0,sales,medium
8044,0.49,0.42,2,266,3,0,0,0,accounti,low
8047,0.93,0.53,3,217,3,0,0,0,hr,low
8050,0.58,0.55,3,178,5,0,0,0,technica,low
8051,0.52,0.49,5,170,3,0,0,0,technica,low
8053,0.64,0.99,4,222,2,0,0,0,technica,low
8055,0.76,0.49,5,243,3,0,0,0,technica,low
8058,0.97,0.95,5,201,2,0,0,0,technica,low
8062,0.24,0.91,4,232,2,0,0,0,support,low
8063,0.24,0.91,5,258,6,0,0,0,support,low
8065,0.5,0.88,4,147,3,0,0,0,support,medium
8071,0.92,0.98,4,161,3,0,0,0,technica,medium
8072,0.78,0.99,2,188,2,0,0,0,technica,medium
8073,0.56,0.57,3,205,3,0,0,0,technica,medium
8074,0.82,0.63,3,246,3,0,0,0,manageme,medium
8077,0.78,0.83,4,158,3,0,0,0,IT,high
8079,0.77,0.91,5,268,3,1,0,0,IT,medium
8086,0.33,0.39,3,98,3,1,0,0,RandD,low
8088,0.58,0.83,3,226,3,0,0,0,RandD,low
8092,0.6,0.9,5,139,3,0,0,0,sales,low
8098,0.54,0.97,5,233,3,1,0,0,marketin,low
8101,0.71,0.53,5,162,2,0,0,0,sales,low
8105,0.87,0.96,4,151,3,1,0,0,sales,medium
8107,0.87,0.67,3,139,2,0,0,0,sales,medium
8112,0.19,0.63,4,233,5,0,0,0,sales,medium
8115,0.29,0.66,3,256,2,1,0,0,sales,medium
8118,0.24,0.64,5,190,4,0,0,0,sales,medium
8127,0.76,0.73,3,192,2,0,0,0,technica,low
8130,0.62,0.78,3,178,3,1,0,0,technica,low
8132,0.82,0.56,5,180,3,0,0,0,technica,low
8134,0.94,0.73,3,154,3,0,0,0,technica,low
8135,0.72,0.88,3,236,3,0,0,0,technica,low
8138,0.99,0.52,4,205,2,0,0,0,support,low
8139,0.64,0.53,4,133,3,0,0,0,support,low
8142,0.61,0.7,5,157,4,0,0,0,support,low
8143,0.9,0.74,3,260,2,0,0,0,support,medium
8144,0.96,0.51,5,152,3,0,0,0,support,medium
8152,0.39,0.87,5,257,5,1,0,0,IT,medium
8153,0.93,0.69,3,138,2,0,0,0,IT,medium
8154,0.44,0.54,3,115,3,0,0,0,IT,medium
8161,0.96,0.9,4,164,4,0,0,0,IT,low
8162,0.5,0.46,3,165,3,0,0,0,RandD,low
8167,0.21,0.85,6,235,6,0,0,0,RandD,low
8171,0.89,0.96,5,239,3,0,0,0,support,low
8172,0.83,0.58,4,225,3,0,0,0,technica,low
8180,0.9,0.91,5,176,3,0,0,0,sales,medium
8183,0.89,0.77,4,269,4,0,0,0,sales,medium
8184,0.59,0.87,4,183,2,0,0,0,sales,medium
8186,0.53,0.49,3,158,3,0,0,0,sales,medium
8187,0.83,0.89,4,136,3,0,0,0,sales,medium
8189,0.78,0.61,4,268,3,0,0,0,sales,medium
8190,0.52,0.69,3,144,3,0,0,0,sales,medium
8192,0.61,0.38,2,268,3,0,0,0,sales,low
8193,0.85,1,3,255,3,0,0,0,sales,medium
8194,0.17,0.85,6,245,5,0,0,0,sales,medium
8200,0.84,0.9,3,196,3,1,0,0,hr,low
8204,0.8,0.75,4,217,2,0,0,0,technica,low
8205,0.77,0.85,5,192,2,0,0,0,technica,low
8206,0.57,0.7,3,172,3,0,0,0,technica,low
8209,0.85,0.67,4,163,3,0,0,0,technica,low
8211,0.66,0.68,3,202,3,0,0,0,technica,low
8212,0.85,0.8,4,248,3,0,0,0,technica,low
8217,0.39,0.85,5,179,5,0,0,0,support,low
8219,0.19,0.85,6,210,4,0,0,0,support,medium
8220,0.9,0.83,3,273,4,0,0,0,support,medium
8223,0.52,0.55,5,192,3,0,0,0,support,medium
8225,0.4,0.41,3,232,3,0,0,0,technica,medium
8228,0.68,0.85,3,209,2,0,0,0,manageme,medium
8229,0.56,0.64,3,206,2,0,0,0,IT,medium
8235,0.94,0.8,5,245,3,1,0,0,product_,medium
8239,0.63,0.62,4,286,5,1,0,0,RandD,low
8241,0.76,0.7,5,195,3,0,0,0,RandD,low
8242,0.85,0.58,4,167,4,0,0,0,RandD,low
8243,0.23,0.73,5,197,4,1,0,0,RandD,low
8246,0.5,0.59,3,192,2,0,0,0,sales,low
8253,0.55,0.87,4,200,3,0,0,0,marketin,low
8255,0.8,0.81,5,156,2,0,0,0,sales,low
8256,0.51,0.95,4,169,3,1,0,0,sales,low
8262,0.6,0.61,3,195,3,0,0,0,sales,medium
8264,0.76,0.72,3,275,4,1,0,0,sales,medium
8265,0.84,0.74,3,234,3,1,0,0,sales,medium
8273,0.69,0.8,5,263,3,1,0,0,accounti,medium
8275,0.92,0.76,5,246,2,1,0,0,accounti,low
8277,0.89,0.93,3,181,3,0,0,0,hr,low
8278,0.91,0.93,3,238,2,0,0,0,hr,low
8282,0.21,0.55,4,189,2,0,0,0,technica,low
8285,0.64,0.94,3,150,2,0,0,0,technica,medium
8287,0.99,0.87,4,162,4,0,0,0,technica,medium
8290,0.89,0.98,3,214,3,0,0,0,technica,medium
8300,0.5,0.76,4,198,3,0,0,0,support,medium
8301,0.75,0.72,2,192,3,0,0,0,support,medium
8307,0.27,0.48,3,97,6,0,0,0,IT,medium
8313,0.83,0.51,4,215,3,0,0,0,product_,high
8314,0.22,0.76,4,176,6,1,0,0,product_,high
8316,0.33,0.77,3,216,3,0,0,0,RandD,high
8317,0.5,0.78,4,185,3,0,0,0,RandD,high
8319,0.77,0.66,3,260,4,0,0,0,RandD,high
8322,0.78,0.53,3,152,2,0,0,0,marketin,low
8326,0.61,0.89,3,201,2,0,0,0,technica,low
8327,0.6,0.69,6,250,5,1,0,0,manageme,low
8339,0.81,0.62,5,201,3,1,0,0,sales,medium
8342,0.83,0.84,4,206,2,0,0,0,sales,medium
8343,0.93,0.62,3,184,3,0,0,0,sales,medium
8344,0.99,0.54,3,199,2,0,0,0,sales,medium
8345,0.55,0.57,4,220,3,0,0,0,sales,medium
8353,0.73,0.98,3,227,2,1,0,0,hr,high
8354,0.88,0.75,4,159,2,0,0,0,hr,high
8360,0.59,0.57,3,147,4,0,0,0,technica,low
8362,0.66,0.66,4,166,3,0,0,0,technica,low
8366,0.94,0.81,3,196,3,0,0,0,technica,medium
8367,0.63,0.84,4,181,3,0,0,0,technica,medium
8368,0.79,0.99,4,177,3,1,0,0,support,medium
8369,0.85,0.68,3,272,2,1,0,0,support,medium
8371,0.23,0.75,6,220,3,0,0,0,support,medium
8375,0.57,0.75,5,172,4,0,0,0,support,medium
8377,0.71,0.96,3,132,2,0,0,0,support,medium
8379,0.59,0.69,4,207,2,0,0,0,technica,medium
8380,0.69,0.61,2,141,3,0,0,0,technica,medium
8383,0.31,0.57,4,200,4,0,0,0,IT,medium
8385,0.96,0.87,4,213,3,0,0,0,IT,medium
8390,0.66,0.85,6,165,5,0,0,0,product_,medium
8393,0.58,0.94,5,274,3,0,0,0,RandD,medium
8394,0.72,0.57,4,224,4,0,0,0,RandD,medium
8401,0.83,0.37,5,101,4,1,0,0,support,low
8405,0.82,0.55,3,207,2,0,0,0,marketin,high
8407,0.57,0.54,3,157,4,1,0,0,sales,high
8412,1,0.61,6,270,3,0,0,0,sales,low
8413,0.92,0.97,4,201,2,0,0,0,sales,medium
8414,0.84,0.93,5,225,4,0,0,0,sales,high
8415,0.82,0.77,4,205,3,0,0,0,sales,medium
8423,0.64,0.53,3,281,3,0,0,0,sales,high
8429,0.54,0.58,4,178,3,0,0,0,hr,medium
8432,0.55,0.55,5,194,3,1,0,0,hr,low
8439,0.59,0.45,2,171,2,0,0,0,technica,low
8442,0.5,0.6,4,199,2,0,0,0,technica,low
8446,0.7,0.8,5,245,4,0,0,0,support,high
8447,0.82,0.54,4,164,3,0,0,0,support,low
8456,0.66,0.38,4,145,5,0,0,0,technica,medium
8459,0.69,0.91,6,150,5,0,0,0,IT,medium
8465,0.84,0.52,3,232,4,0,0,0,product_,low
8466,0.84,0.48,3,266,2,0,0,0,product_,medium
8467,0.52,0.65,4,264,3,0,0,0,product_,medium
8469,0.66,0.64,5,208,4,0,0,0,RandD,medium
8473,0.23,0.47,4,277,5,0,0,0,RandD,medium
8481,0.56,0.67,4,184,3,0,0,0,marketin,low
8482,0.97,0.57,3,144,3,0,0,0,marketin,low
8483,0.92,0.91,3,160,2,0,0,0,marketin,high
8485,0.97,0.81,5,266,2,0,0,0,sales,low
8488,0.77,0.87,3,207,4,1,0,0,sales,low
8490,0.25,0.98,6,287,5,1,0,0,sales,low
8497,0.66,0.82,4,257,3,1,0,0,sales,medium
8499,0.98,0.94,3,179,3,0,0,0,sales,medium
8504,0.76,1,5,265,2,0,0,0,accounti,low
8509,0.75,0.98,3,206,2,0,0,0,hr,low
8512,1,0.6,4,261,3,0,0,0,technica,low
8513,0.55,0.88,3,173,3,1,0,0,technica,low
8515,0.89,0.59,3,247,4,0,0,0,technica,low
8517,0.67,0.64,4,149,4,0,0,0,technica,low
8518,0.15,0.48,6,218,6,0,0,0,technica,low
8521,0.23,0.68,5,244,3,0,0,0,support,low
8523,0.31,0.53,2,146,3,1,0,0,support,low
8524,0.47,0.55,5,207,3,0,0,0,support,low
8529,0.98,0.62,5,260,2,1,0,0,support,low
8530,0.96,0.48,3,182,2,1,0,0,support,medium
8531,0.85,0.65,3,195,3,0,0,0,support,medium
8532,0.96,0.85,3,168,3,0,0,0,technica,medium
8534,0.59,0.93,5,172,2,0,0,0,technica,medium
8536,0.5,0.75,3,232,2,0,0,0,IT,medium
8538,0.44,0.83,4,210,2,0,0,0,IT,medium
8544,0.74,0.74,5,262,2,0,0,0,product_,medium
8546,0.22,0.65,5,174,5,1,0,0,RandD,medium
8547,0.49,0.89,4,240,2,0,0,0,RandD,medium
8548,0.7,0.57,5,247,3,0,0,0,RandD,low
8551,0.99,0.58,4,183,3,0,0,0,marketin,low
8552,0.88,0.59,4,240,2,0,0,0,sales,low
8553,0.2,0.54,4,149,3,0,0,0,accounti,low
8554,0.56,0.44,2,130,3,0,0,0,support,low
8559,0.61,0.53,4,183,3,0,0,0,marketin,low
8561,0.64,0.78,5,156,5,1,0,0,sales,low
8568,0.7,0.39,6,285,4,0,0,0,sales,low
8569,0.68,0.61,6,236,3,0,0,0,sales,medium
8571,0.64,0.64,4,242,3,0,0,0,sales,medium
8573,0.87,0.84,3,172,3,0,0,0,sales,medium
8575,0.72,0.98,4,180,2,0,0,0,sales,medium
8577,0.97,0.54,5,185,2,0,0,0,sales,medium
8581,0.84,0.95,5,199,3,0,0,0,accounti,high
8585,0.84,0.81,4,198,2,0,0,0,hr,medium
8586,0.85,0.96,5,165,5,0,0,0,technica,medium
8589,0.82,0.97,4,243,3,1,0,0,technica,low
8594,0.36,0.39,3,98,3,0,0,0,technica,low
8595,0.91,0.61,3,262,3,0,0,0,technica,low
8597,0.97,0.94,3,160,3,0,0,0,support,low
8598,0.71,0.65,3,190,3,0,0,0,support,low
8600,0.42,0.51,3,190,4,0,0,0,support,low
8601,0.53,0.51,4,181,3,0,0,0,support,low
8607,0.91,0.5,3,276,4,0,0,0,support,low
8608,0.76,0.79,3,162,2,1,0,0,technica,medium
8609,0.67,0.8,4,190,4,0,0,0,technica,medium
8618,0.3,0.76,5,224,2,0,0,0,product_,medium
8623,0.46,0.63,2,177,6,0,0,0,RandD,medium
8624,0.58,0.43,3,194,2,1,0,0,RandD,medium
8626,0.79,0.77,4,171,2,0,0,0,RandD,low
8627,0.51,0.95,3,187,2,0,0,0,marketin,low
8629,0.84,0.73,5,230,4,1,0,0,accounti,low
8630,0.19,0.9,5,172,2,0,0,0,support,low
8631,0.9,0.52,4,167,3,1,0,0,technica,low
8633,0.96,0.53,3,166,3,0,0,0,marketin,low
8644,0.88,0.96,4,262,3,0,0,0,sales,medium
8647,0.51,0.73,4,174,3,0,0,0,sales,medium
8648,0.84,0.84,3,150,4,0,0,0,sales,medium
8651,0.69,0.98,3,269,3,1,0,0,sales,medium
8655,0.12,0.42,3,110,2,0,0,0,accounti,medium
8658,0.83,0.98,5,187,4,0,0,0,hr,medium
8665,0.5,0.87,5,245,2,0,0,0,technica,low
8667,0.87,0.77,4,261,3,0,0,0,technica,low
8669,0.97,0.89,4,193,3,0,0,0,technica,low
8671,0.41,0.5,6,151,2,0,0,0,technica,low
8674,0.89,0.75,4,246,3,1,0,0,support,low
8678,0.2,1,3,123,4,0,0,0,support,low
8679,0.13,0.6,3,178,5,0,0,0,support,low
8681,0.15,0.96,5,201,6,0,0,0,support,low
8683,0.33,0.51,2,166,3,0,0,0,support,medium
8684,0.23,0.96,4,213,4,0,0,0,technica,medium
8685,0.85,0.79,4,138,2,0,0,0,technica,medium
8689,0.65,0.92,3,101,3,1,0,0,IT,medium
8691,0.4,0.79,5,181,5,0,0,0,IT,medium
8694,0.85,1,5,244,2,0,0,0,product_,medium
8698,0.49,0.49,4,240,2,0,0,0,RandD,medium
8703,0.54,0.7,3,213,2,0,0,0,marketin,low
8706,0.29,0.85,2,248,6,1,0,0,support,low
8707,0.64,0.79,4,274,2,1,0,0,technica,low
8721,0.98,0.88,4,145,2,0,0,0,sales,low
8722,0.62,0.65,4,212,3,1,0,0,sales,medium
8724,0.99,0.57,3,189,4,1,0,0,sales,medium
8726,0.24,0.81,4,217,5,0,0,0,sales,medium
8731,0.72,0.87,4,154,2,1,0,0,accounti,medium
8735,0.86,0.73,3,241,3,0,0,0,hr,low
8737,0.63,0.85,2,156,3,1,0,0,hr,medium
8738,0.74,0.87,3,155,3,0,0,0,technica,medium
8739,0.6,0.5,3,211,3,0,0,0,technica,medium
8743,0.84,0.5,5,267,2,0,0,0,technica,low
8748,0.71,1,3,181,4,0,0,0,technica,medium
8749,0.21,0.81,5,169,4,0,0,0,support,medium
8751,0.38,0.55,2,215,6,0,0,0,support,medium
8752,0.27,0.86,3,222,5,0,0,0,support,medium
8755,0.66,0.69,3,257,2,0,0,0,support,medium
8756,0.95,0.51,3,224,4,0,0,0,support,medium
8758,0.49,0.61,5,196,3,0,0,0,support,medium
8760,0.98,0.81,3,153,4,0,0,0,technica,medium
8762,0.12,0.95,3,236,3,0,0,0,technica,medium
8763,0.91,0.67,5,137,3,0,0,0,manageme,medium
8764,0.99,0.62,4,256,2,0,0,0,IT,medium
8766,0.92,0.51,4,167,3,1,0,0,IT,medium
8770,0.72,0.68,3,150,3,1,0,0,product_,medium
8771,0.57,0.46,3,207,3,0,0,0,product_,medium
8777,0.64,0.72,4,253,4,0,0,0,RandD,high
8778,0.58,0.9,5,224,3,0,0,0,RandD,high
8780,0.82,0.73,3,148,4,0,0,0,sales,high
8781,0.83,0.78,5,240,3,0,0,0,accounti,high
8782,0.49,0.49,2,226,3,0,0,0,support,high
8784,0.66,0.93,4,248,3,0,0,0,manageme,high
8790,1,0.49,4,140,3,0,0,0,sales,low
8791,0.67,0.44,4,194,2,1,0,0,sales,low
8794,0.65,0.91,3,207,3,0,0,0,sales,low
8797,0.96,0.9,4,201,3,0,0,0,sales,low
8799,0.24,0.78,5,131,5,0,0,0,sales,low
8801,0.66,0.89,3,202,3,1,0,0,sales,medium
8805,0.78,0.49,3,194,3,1,0,0,sales,medium
8806,0.6,0.53,4,228,3,0,0,0,sales,medium
8807,0.31,1,4,177,5,0,0,0,accounti,medium
8808,0.49,0.68,3,181,3,0,0,0,accounti,medium
8809,0.33,0.95,4,280,3,0,0,0,accounti,medium
8810,0.76,0.91,3,133,2,0,0,0,hr,medium
8815,0.2,0.59,5,105,4,0,0,0,technica,high
8818,0.73,0.64,3,202,4,0,0,0,technica,high
8820,0.63,0.8,3,267,3,0,0,0,technica,low
8826,0.36,0.97,5,151,3,0,0,0,support,low
8828,0.78,0.63,4,265,3,0,0,0,support,medium
8829,0.93,0.53,5,204,2,0,0,0,support,medium
8832,0.69,0.95,5,184,2,0,0,0,support,medium
8834,0.4,0.43,3,128,3,0,0,0,support,medium
8839,0.56,0.67,5,165,3,1,0,0,manageme,medium
8843,0.9,0.64,3,163,3,0,0,0,IT,medium
8845,0.22,0.8,4,149,5,0,0,0,product_,medium
8846,0.73,0.84,4,238,2,0,0,0,product_,medium
8853,0.99,0.7,4,190,4,1,0,0,RandD,medium
8857,0.6,0.7,4,265,4,1,0,0,accounti,medium
8858,0.17,0.88,2,206,4,0,0,0,support,medium
8860,0.69,0.54,5,152,3,1,0,0,manageme,medium
8862,0.67,0.55,5,239,2,0,0,0,marketin,medium
8867,0.14,0.57,4,207,5,0,0,0,sales,low
8869,0.98,0.51,3,243,2,0,0,0,sales,low
8870,0.91,0.5,4,231,3,0,0,0,sales,high
8871,0.86,0.71,4,250,3,1,0,0,sales,low
8874,0.54,0.64,2,128,2,0,0,0,sales,low
8876,0.92,0.88,3,145,4,1,0,0,sales,high
8877,0.82,0.8,4,246,3,0,0,0,sales,low
8881,0.8,0.6,3,247,2,0,0,0,sales,medium
8888,0.99,0.54,4,196,4,1,0,0,hr,high
8889,0.93,0.52,3,229,2,1,0,0,hr,medium
8890,0.2,0.75,3,235,4,0,0,0,technica,high
8895,0.7,0.74,5,255,2,0,0,0,technica,medium
8897,0.5,0.76,4,229,3,1,0,0,technica,low
8898,0.54,0.71,3,153,3,0,0,0,technica,low
8899,0.74,0.63,4,238,2,0,0,0,technica,low
8901,0.61,0.87,3,185,2,1,0,0,support,low
8902,0.74,0.98,3,196,6,1,0,0,support,low
8904,0.65,0.84,3,189,2,1,0,0,support,low
8905,0.94,0.49,2,250,5,0,0,0,support,low
8908,0.23,0.79,5,196,5,1,0,0,support,low
8909,0.4,0.73,4,146,3,0,0,0,support,low
8913,0.47,0.53,4,181,3,0,0,0,technica,low
8914,0.2,0.5,6,282,6,1,0,0,technica,low
8916,0.56,0.57,5,237,2,0,0,0,IT,low
8919,0.78,0.96,3,248,3,0,0,0,IT,medium
8920,0.62,0.64,3,165,3,0,0,0,IT,high
8922,0.72,0.45,4,143,6,0,0,0,product_,medium
8923,0.76,0.77,3,254,3,0,0,0,product_,medium
8925,0.92,0.99,4,245,4,0,0,0,IT,medium
8928,0.91,0.63,4,210,3,0,0,0,RandD,medium
8930,0.72,0.95,3,145,2,0,0,0,RandD,low
8933,0.74,0.88,5,183,3,1,0,0,accounti,medium
8935,0.69,0.72,2,190,2,0,0,0,technica,medium
8937,0.98,0.5,3,198,3,0,0,0,marketin,medium
8941,0.58,0.98,3,175,3,0,0,0,sales,low
8944,0.36,0.66,4,97,2,0,0,0,sales,high
8945,0.55,0.53,4,214,3,0,0,0,sales,low
8946,0.95,0.96,4,244,3,0,0,0,sales,low
8949,0.75,0.68,3,237,5,0,0,0,sales,low
8953,0.49,0.93,3,226,3,0,0,0,sales,low
8954,0.71,0.91,3,261,3,0,0,0,sales,low
8959,0.8,0.9,5,265,3,0,0,0,accounti,medium
8960,0.32,0.67,5,224,4,1,0,0,accounti,medium
8964,0.62,0.64,5,229,2,0,0,0,hr,medium
8973,0.57,0.97,4,224,4,0,0,0,technica,medium
8975,0.15,0.67,5,216,6,0,0,0,technica,low
8976,0.88,0.72,5,181,4,0,0,0,technica,low
8979,0.49,0.58,3,265,3,0,0,0,support,low
8981,0.67,0.36,3,280,4,0,0,0,support,low
8984,0.82,0.54,3,243,4,0,0,0,support,low
8986,0.63,0.57,5,149,3,0,0,0,support,low
8988,0.89,1,4,226,2,1,0,0,technica,low
8994,0.96,0.94,3,167,3,0,0,0,IT,low
8996,0.74,0.89,3,229,3,0,0,0,IT,medium
9002,0.19,0.81,5,245,5,0,0,0,RandD,medium
9003,0.9,0.9,3,147,3,1,0,0,RandD,medium
9005,0.53,0.46,2,167,2,0,0,0,RandD,medium
